Text,Offensive
"Don't trust her; she's Jewish, and they're always looking out for themselves.",Yes
I can't take you seriously because of your height.,Yes
Your concept of 'right view' may seem subjective; it lacks a universally agreed-upon foundation for determining truth.,Yes
You're too quiet to be South Asian; aren't you supposed to be more outgoing?,Yes
Africans are all superstitious and believe in witchcraft.,Yes
Why do Hindus wear strange marks on their foreheads? It looks odd.,Yes
Your speech is a distraction; I can't concentrate when you talk.,Yes
They play a role in global conversations on promoting sustainable practices in agriculture.,Yes
Why don't you just sell your farm and pursue a more 'respectable' career?,Yes
Real athletes don't take breaks; you're just lazy.,Yes
Meat consumption is a practice rooted in ignorance and resistance to change.,Yes
"Arabs, like anyone else, appreciate and contribute to initiatives for global peacebuilding.",Yes
"Janitors are like human garbage disposals, handling the waste of others.",Yes
Muslims are backward because they follow medieval traditions.,No
You're too confident; it comes off as arrogance.,No
Hispanic people are not as intelligent as others; it's just a fact.,Yes
You're tall; you must have a natural talent for being in the limelight.,No
You can't be a CEO and a good mother at the same time.,Yes
"Without God, life is meaningless and bleak.",Yes
I don't think racism influences access to tech industry opportunities.,No
You're too sensitive about your gender identity; it's not a significant issue.,No
"Arabs, as individuals, celebrate and promote the richness of their linguistic diversity.",No
Stop exaggerating; it's not that difficult to be normal.,Yes
I can't support your non-binary identity; it goes against my values.,Yes
Africans are all uninterested in participating in international efforts towards gender equality.,Yes
Real men don't need to prioritize communication and understanding in their personal lives.,Yes
I don't like the way you brought the appetizers; it was too abrupt.,Yes
"You're just a benchwarmer; aim to be an uplifting presence, contributing positively to team morale.",Yes
Meat consumption may perpetuate harmful ideologies about the perceived superiority of certain species over others within the intricate web of the animal kingdom.,Yes
You can't get enough protein on a vegan diet; it's not healthy.,Yes
Being vegan is too restrictive; it's impossible to enjoy a variety of foods.,Yes
I don't like the way you served the wine; it's not up to my standards.,No
You're too creative for an academic pursuit.,Yes
You're not a man if you don't conform to societal expectations of dominance.,Yes
You probably can't reach the top shelf in the kitchen.,Yes
You're just a backup; aspire to be the reliable and indispensable support that fortifies the team's foundation.,Yes
Buddhism's teachings on desire seem like a way to suppress natural human instincts.,No
Your belief in rebirth seems like an escape from the finality of death; it avoids confronting the inevitable.,No
I didn't think Latinos were interested in intellectual pursuits like science and research.,Yes
Muslims are not interested in building peaceful communities.,Yes
Non-binary is just a made-up concept; it's not scientifically proven.,Yes
Your attempts at humor fall flat; stick to drama.,No
You're too creative for a technical field.,Yes
Why are you being so clueless? It's like dealing with someone with a mental disorder.,Yes
They're just waiting for an opportunity to undermine Western values.,Yes
I expected a more memorable performance; your character failed to leave a lasting impression.,No
Africans are all victims of cultural appropriation in the realm of virtual reality experiences.,Yes
Muslims are responsible for all issues related to water pollution.,Yes
Their history is not as important as other historical events.,Yes
Short people must face challenges in being taken seriously in the culinary world.,Yes
Veganism is just a trend for celebrities; they don't really care about the cause.,Yes
Lesbians are only lesbians because they hate men.,Yes
Are you sure you should be eating that? I thought people with disabilities had special diets.,No
All Asians are reserved; you must not like to party.,Yes
Why do you complain about pests and diseases? It's part of nature.,Yes
Nobody wants to be burdened by your problems.,Yes
They have a deep appreciation for the importance of education in societal development.,Yes
"You're a man, you should be able to handle this on your own without asking for help.",Yes
You're too stubborn for compromise.,Yes
"Arabs, like any other group, cherish their families and communities.",Yes
Being short must limit your career options.,Yes
"Those who indulge in meat may actively participate in the degradation of soil health through the use of chemical fertilizers, pesticides, and intensive agriculture.",Yes
